Name	Length	EffectiveLength	TPMKO	NumReadKO	TPMCtrl	NumReadsCtrl	Diff
ENSMUST00000220871.2	2707	2506.61	1089.64	22.3638	150.052	1.86365	20.50015
ENSMUST00000202684.2	577	376.612	6485.75	20	0	0	20.0
ENSMUST00000101375.5	966	765.611	4147.52	26	1728.32	6.55647	19.44353
ENSMUST00000099683.2	660	459.611	5159.18	19.4155	0	0	19.4155
ENSMUST00000215334.2	2440	2239.61	981.575	18	0	0	18.0
ENSMUST00000223045.2	775	574.611	3822.94	17.9866	0	0	17.9866
ENSMUST00000099046.4	681	480.611	4466.24	17.5757	0	0	17.5757
ENSMUST00000097658.2	2703	2502.61	829.62	17	0	0	17.0
ENSMUST00000153941.8	3927	3726.61	753.767	23	324.938	6	17.0
ENSMUST00000195905.5	6823	6622.61	295.063	16	0	0	16.0
ENSMUST00000140617.2	1140	939.611	2079.67	16	0	0	16.0
ENSMUST00000140171.8	537	336.615	5805.1	16	0	0	16.0
ENSMUST00000206783.2	755	554.611	3523.34	16	0	0	16.0
ENSMUST00000200624.2	3841	3640.61	535.436	15.9609	0	0	15.9609
ENSMUST00000232043.2	460	259.77	7052.21	15	0	0	15.0
ENSMUST00000027706.4	3428	3227.61	567.589	15	0	0	15.0
ENSMUST00000197134.3	2493	2292.61	792.29	14.8727	0	0	14.8727
ENSMUST00000221205.2	1815	1614.61	1110.6	14.6826	0	0	14.6826
ENSMUST00000075537.7	762	561.611	3044.5	14	0	0	14.0
ENSMUST00000063704.8	1244	1043.61	1521.35	13	0	0	13.0
ENSMUST00000137504.3	1909	1708.61	1000.71	14	118.119	1	13.0
ENSMUST00000129374.2	2397	2196.61	667.193	12	0	0	12.0
ENSMUST00000037565.14	2558	2357.61	621.631	12	0	0	12.0
ENSMUST00000087285.5	2324	2123.61	632.618	11	0	0	11.0
ENSMUST00000169647.2	528	327.618	4100.61	11	0	0	11.0
ENSMUST00000131338.2	1924	1723.61	850.287	12	117.091	1	11.0
ENSMUST00000239522.1	1567	1366.61	983.04	11	0	0	11.0
ENSMUST00000228680.2	6717	6516.61	205.714	10.9764	0	0	10.9764
ENSMUST00000030460.15	3588	3387.61	648.937	18	418.939	7.03204	10.96796
ENSMUST00000188952.7	6315	6114.61	302.45	15.1426	159.512	4.8328	10.3098
ENSMUST00000108983.4	1497	1296.61	958.868	10.1799	0	0	10.1799
ENSMUST00000165853.2	3382	3181.61	428.318	11.1581	63.4331	1	10.1581
ENSMUST00000220702.2	585	384.611	3175.42	10	0	0	10.0
ENSMUST00000172579.4	2587	2386.61	511.731	10	0	0	10.0
ENSMUST00000091829.4	5720	5519.61	216.025	9.76313	0.000880672	2.40857e-05	9.7631059143
ENSMUST00000122051.2	2413	2212.61	593.552	10.7533	91.2133	1	9.7533
ENSMUST00000148762.4	2800	2599.61	440.226	9.37045	0	0	9.37045
ENSMUST00000238010.2	3960	3759.61	292.364	9	0	0	9.0
ENSMUST00000031838.9	4345	4144.61	265.205	9	0	0	9.0
ENSMUST00000109936.3	11866	11665.6	125.631	12	51.9012	3	9.0
ENSMUST00000137619.2	768	567.611	1936.49	9	0	0	9.0
ENSMUST00000172035.8	6213	6012.61	182.811	9	0	0	9.0
ENSMUST00000213225.3	1212	1011.61	1079.69	8.94316	0	0	8.94316
ENSMUST00000215980.2	676	475.611	2279.23	8.87599	0	0	8.87599
ENSMUST00000177526.2	1173	972.611	1106.08	8.80853	0	0	8.80853
ENSMUST00000037324.12	1440	1239.61	7290.71	74	10636.4	65.3308	8.669200000000004
ENSMUST00000090043.7	1656	1455.61	721.138	8.59489	0	0	8.59489
ENSMUST00000042990.7	15474	15273.6	121.745	15.2255	92.4953	7	8.2255
ENSMUST00000081471.3	171	52.549	18593	8	0	0	8.0
ENSMUST00000019701.9	2722	2521.61	387.468	8	0	0	8.0
ENSMUST00000174558.2	4073	3872.61	252.296	8	0	0	8.0
ENSMUST00000167944.8	8407	8206.61	119.056	8	0	0	8.0
ENSMUST00000209969.3	1929	1728.61	565.218	8	0	0	8.0
ENSMUST00000146303.2	1185	984.611	992.313	8	0	0	8.0
ENSMUST00000138385.2	666	465.611	2098.41	8	0	0	8.0
ENSMUST00000123880.8	664	463.611	2107.46	8	0	0	8.0
ENSMUST00000216208.3	5245	5044.61	193.68	8	0	0	8.0
ENSMUST00000108858.8	2115	1914.61	893.04	14	642.894	6.09897	7.90103
ENSMUST00000108849.8	4827	4626.61	296.914	11.2479	148.276	3.39915	7.848749999999999
ENSMUST00000178077.2	684	483.611	1814.28	7.18419	0	0	7.18419
ENSMUST00000232086.2	1785	1584.61	545.411	7.07658	0	0	7.07658
ENSMUST00000120452.8	1827	1626.61	525.579	7	0	0	7.0
ENSMUST00000085181.5	955	754.611	1132.92	7	0	0	7.0
ENSMUST00000191872.6	1505	1304.61	655.301	7	0	0	7.0
ENSMUST00000057311.4	1613	1412.61	605.2	7	0	0	7.0
ENSMUST00000211679.2	1230	1029.61	830.326	7	0	0	7.0
ENSMUST00000045897.15	1216	1015.61	841.771	7	0	0	7.0
ENSMUST00000220238.2	2127	1926.61	443.739	7	0	0	7.0
ENSMUST00000176505.8	3207	3006.61	284.344	7	0	0	7.0
ENSMUST00000194953.2	3541	3340.61	255.915	7	0	0	7.0
ENSMUST00000162294.2	515	314.624	2717.25	7	0	0	7.0
ENSMUST00000036383.4	2133	1932.61	442.361	7	0	0	7.0
ENSMUST00000126262.2	1256	1055.61	809.874	7	0	0	7.0
ENSMUST00000134828.8	721	520.611	1642.13	7	0	0	7.0
ENSMUST00000119045.2	1443	1242.61	687.997	7	0	0	7.0
ENSMUST00000036884.3	4486	4285.61	224.386	7.87383	47.0924	1	6.87383
ENSMUST00000127027.2	2667	2466.61	386.523	7.80642	81.8206	1	6.80642
ENSMUST00000166899.3	1017	816.611	998.957	6.67941	0	0	6.67941
ENSMUST00000109268.2	2864	2663.61	420.076	9.16167	227.308	3	6.161670000000001
ENSMUST00000109051.8	3382	3181.61	236.453	6.15983	0	0	6.15983
ENSMUST00000178348.2	672	471.611	1588.54	6.1342	0	0	6.1342
ENSMUST00000091978.12	2998	2797.61	261.931	6	0	0	6.0
ENSMUST00000198046.2	4006	3805.61	192.553	6	0	0	6.0
ENSMUST00000129515.8	1366	1165.61	628.668	6	0	0	6.0
ENSMUST00000127876.8	719	518.611	1412.97	6	0	0	6.0
ENSMUST00000089906.7	1356	1155.61	634.108	6	0	0	6.0
ENSMUST00000023747.14	4853	4652.61	157.499	6	0	0	6.0
ENSMUST00000067841.8	6294	6093.61	120.254	6	0	0	6.0
ENSMUST00000233162.2	7775	7574.61	96.7419	6	0	0	6.0
ENSMUST00000092880.14	2700	2499.61	293.158	6	0	0	6.0
ENSMUST00000160583.8	14644	14443.6	67.6453	8	27.9459	2	6.0
ENSMUST00000138643.2	2521	2320.61	315.771	6	0	0	6.0
ENSMUST00000224898.2	3416	3215.61	227.883	6	0	0	6.0
ENSMUST00000232973.2	2370	2169.61	788.079	14	744.169	8	6.0
ENSMUST00000099684.4	504	303.634	2387.26	5.93508	0	0	5.93508
ENSMUST00000097794.4	1221	1020.61	692.796	5.78951	0	0	5.78951
ENSMUST00000021438.8	7154	6953.61	99.4985	5.66505	0	0	5.66505
ENSMUST00000115073.9	6171	5970.61	113.913	5.56887	0	0	5.56887
ENSMUST00000092528.6	1815	1614.61	421.139	5.56762	0	0	5.56762
ENSMUST00000099049.4	675	474.611	1398.89	5.43624	0	0	5.43624
ENSMUST00000165892.8	1665	1464.61	476.388	5.71294	68.8987	0.5	5.21294
ENSMUST00000109012.4	1665	1464.61	476.388	5.71294	68.8987	0.5	5.21294
ENSMUST00000233317.2	25851	25650.6	24.3552	5.11523	0	0	5.11523
ENSMUST00000215393.2	3846	3645.61	170.454	5.08808	0	0	5.08808
ENSMUST00000022634.9	3238	3037.61	240.97	5.99337	65.785	0.990137	5.003233
ENSMUST00000055096.5	3628	3427.61	178.157	5	0	0	5.0
ENSMUST00000169075.2	375	177.528	3439.76	5	0	0	5.0
ENSMUST00000237317.2	3857	3656.61	166.999	5	0	0	5.0
ENSMUST00000113343.8	3301	3100.61	196.946	5	0	0	5.0
ENSMUST00000137736.8	733	532.611	1146.52	5	0	0	5.0
ENSMUST00000108969.3	1222	1021.61	597.734	5	0	0	5.0
ENSMUST00000135776.2	5736	5535.61	110.313	5	0	0	5.0
ENSMUST00000220582.2	567	366.612	1665.66	5	0	0	5.0
ENSMUST00000231741.2	1556	1355.61	450.462	5	0	0	5.0
ENSMUST00000182792.2	4718	4517.61	135.171	5	0	0	5.0
ENSMUST00000197216.3	1850	1649.61	370.179	5	0	0	5.0
ENSMUST00000095310.3	3622	3421.61	178.469	5	0	0	5.0
ENSMUST00000066387.6	1405	1204.61	506.929	5	0	0	5.0
ENSMUST00000215226.2	3034	2833.61	215.503	5	0	0	5.0
ENSMUST00000204827.3	4707	4506.61	135.501	5	0	0	5.0
ENSMUST00000231942.2	2521	2320.61	263.143	5	0	0	5.0
ENSMUST00000112308.9	4393	4192.61	145.65	5	0	0	5.0
ENSMUST00000081742.7	2762	2561.61	238.386	5	0	0	5.0
ENSMUST00000053033.14	40378	40177.6	15.1988	5	0	0	5.0
ENSMUST00000070152.12	4219	4018.61	182.347	6	50.2212	1	5.0
ENSMUST00000166312.8	5244	5043.61	121.074	5	0	0	5.0
ENSMUST00000034060.7	5479	5278.61	138.821	6	38.4679	1.00613	4.99387
ENSMUST00000217116.2	3756	3555.61	170.395	4.96074	0	0	4.96074
ENSMUST00000178829.8	1665	1464.61	577.03	6.91985	275.595	2	4.91985
ENSMUST00000108942.5	1074	873.611	676.137	4.83648	0	0	4.83648
ENSMUST00000222581.2	2581	2380.61	247.514	4.82463	0	0	4.82463
ENSMUST00000072503.13	679	478.611	1223.01	4.79281	0	0	4.79281
ENSMUST00000031617.13	1270	1069.61	539.571	4.72553	0	0	4.72553
ENSMUST00000205912.2	595	394.611	1450.43	4.68644	0	0	4.68644
ENSMUST00000048966.7	7417	7216.61	73.2416	4.3278	0.00867481	0.000310192	4.327489808
ENSMUST00000095383.6	3616	3415.61	153.548	4.29425	0	0	4.29425
ENSMUST00000147630.2	2684	2483.61	255.392	5.19358	81.2606	1	4.19358
ENSMUST00000188914.7	1494	1293.61	487.395	5.16251	156.013	1	4.16251
ENSMUST00000082392.1	957	756.611	968.506	6	533.483	2	4.0
ENSMUST00000115535.3	2784	2583.61	189.085	4	0	0	4.0
ENSMUST00000101398.10	1484	1283.61	380.584	4	0	0	4.0
ENSMUST00000035336.5	8280	8079.61	105.811	7	74.9366	3	4.0
ENSMUST00000107992.2	3148	2947.61	165.735	4	0	0	4.0
ENSMUST00000109054.3	4516	4315.61	113.199	4	0	0	4.0
ENSMUST00000115574.2	1159	958.611	509.614	4	0	0	4.0
ENSMUST00000134534.8	436	236.016	2069.87	4	0	0	4.0
ENSMUST00000179953.2	3519	3318.61	147.207	4	0	0	4.0
ENSMUST00000128641.2	654	453.611	1346.2	5	444.918	1	4.0
ENSMUST00000160767.2	2940	2739.61	178.318	4	0	0	4.0
ENSMUST00000063663.6	5655	5454.61	89.5612	4	0	0	4.0
ENSMUST00000131389.2	1684	1483.61	329.279	4	0	0	4.0
ENSMUST00000026663.8	3580	3379.61	144.55	4	0	0	4.0
ENSMUST00000001566.10	2649	2448.61	748.161	15	906.643	11	4.0
ENSMUST00000167504.3	944	743.611	656.958	4	0	0	4.0
ENSMUST00000057717.8	7232	7031.61	69.475	4	0	0	4.0
ENSMUST00000033899.14	6450	6249.61	78.1683	4	0	0	4.0
ENSMUST00000000449.9	6230	6029.61	81.0204	4	0	0	4.0
ENSMUST00000030964.6	3270	3069.61	318.295	8	262.99	4	4.0
ENSMUST00000085664.6	1800	1599.61	1297.95	17	1640.18	13	4.0
ENSMUST00000113559.10	4378	4177.61	116.938	4	0	0	4.0
ENSMUST00000177086.2	1519	1318.61	370.482	4	0	0	4.0
ENSMUST00000192439.2	811	610.611	800.053	4	0	0	4.0
ENSMUST00000224253.2	1563	1362.61	358.519	4	0	0	4.0
ENSMUST00000132883.8	2505	2304.61	202.484	3.8209	0	0	3.8209
ENSMUST00000019405.4	3314	3113.61	148.333	3.78163	0	0	3.78163
ENSMUST00000108949.3	2939	2738.61	164.93	3.69833	0	0	3.69833
ENSMUST00000105733.3	4550	4349.61	121.435	4.32484	46.3995	1	3.32484
ENSMUST00000079237.7	2488	2287.61	173.021	3.24083	0	0	3.24083
ENSMUST00000154154.2	1250	1049.61	374.867	3.22168	0	0	3.22168
ENSMUST00000058914.10	1982	1781.61	220.811	3.22115	0	0	3.22115
ENSMUST00000133154.7	7299	7098.61	71.9262	4.18058	28.4309	1	3.18058
ENSMUST00000111740.9	6788	6587.61	57.667	3.11051	0	0	3.11051
ENSMUST00000177969.2	681	480.611	782.432	3.07905	0	0	3.07905
ENSMUST00000066601.13	4432	4231.61	115.446	3.99999	47.6871	0.99987	3.00012
ENSMUST00000070080.6	5808	5607.61	239.573	11	287.922	8	3.0
ENSMUST00000012725.8	2277	2076.61	176.437	3	0	0	3.0
ENSMUST00000030243.8	7969	7768.61	47.163	3	0	0	3.0
ENSMUST00000049530.14	2092	1891.61	516.514	8	533.46	5	3.0
ENSMUST00000100487.6	4325	4124.61	207.271	7	195.722	4	3.0
ENSMUST00000147460.2	807	606.611	603.997	3	0	0	3.0
ENSMUST00000095228.5	2265	2064.61	177.463	3	0	0	3.0
ENSMUST00000052387.5	8695	8494.61	43.1322	3	0	0	3.0
ENSMUST00000126236.2	484	283.668	1291.62	3	0	0	3.0
ENSMUST00000204308.2	5055	4854.61	75.4728	3	0	0	3.0
ENSMUST00000033611.5	2876	2675.61	136.937	3	0	0	3.0
ENSMUST00000065380.13	4296	4095.61	89.4594	3	0	0	3.0
ENSMUST00000046663.8	6561	6360.61	57.6031	3	0	0	3.0
ENSMUST00000024044.7	3108	2907.61	126.011	3	0	0	3.0
ENSMUST00000025350.10	8616	8415.61	58.0494	4	23.9816	1	3.0
ENSMUST00000172070.8	2153	1952.61	187.642	3	0	0	3.0
ENSMUST00000179797.3	449	248.858	1472.29	3	0	0	3.0
ENSMUST00000032124.9	5000	4799.61	76.3377	3	0	0	3.0
ENSMUST00000223680.2	6689	6488.61	75.2891	4	31.1037	1	3.0
ENSMUST00000139697.3	540	339.615	1078.84	3	0	0	3.0
ENSMUST00000048478.6	1132	931.611	393.288	3	0	0	3.0
ENSMUST00000067425.6	2684	2483.61	147.524	3	0	0	3.0
ENSMUST00000211970.2	3282	3081.61	118.896	3	0	0	3.0
ENSMUST00000225748.2	1705	1504.61	243.512	3	0	0	3.0
ENSMUST00000134040.2	661	460.611	795.446	3	0	0	3.0
ENSMUST00000112547.8	2001	1800.61	203.482	3	0	0	3.0
ENSMUST00000202266.4	3501	3300.61	111.007	3	0	0	3.0
ENSMUST00000143214.2	2301	2100.61	174.421	3	0	0	3.0
ENSMUST00000067976.9	3088	2887.61	126.884	3	0	0	3.0
ENSMUST00000097961.9	3079	2878.61	169.707	4	70.1101	1	3.0
ENSMUST00000036796.8	4380	4179.61	87.6615	3	0	0	3.0
ENSMUST00000064099.8	3862	3661.61	100.063	3	0	0	3.0
ENSMUST00000131137.8	494	293.648	1247.72	3	0	0	3.0
ENSMUST00000107348.2	6369	6168.61	59.396	3	0	0	3.0
ENSMUST00000105742.8	2996	2795.61	131.059	3	0	0	3.0
ENSMUST00000238583.2	1296	1095.61	334.417	3	0	0	3.0
ENSMUST00000127134.2	1841	1640.61	223.326	3	0	0	3.0
ENSMUST00000113820.9	1439	1238.61	295.808	3	0	0	3.0
ENSMUST00000057892.15	11488	11287.6	32.4596	3	0	0	3.0
ENSMUST00000107749.4	5750	5549.61	66.021	3	0	0	3.0
ENSMUST00000020695.13	7483	7282.61	50.3104	3	0	0	3.0
ENSMUST00000028815.15	6364	6163.61	79.259	4	32.7437	1	3.0
ENSMUST00000103172.4	1911	1710.61	214.187	3	0	0	3.0
ENSMUST00000119226.2	412	212.552	1723.77	3	0	0	3.0
ENSMUST00000119839.2	247	83.366	4394.97	3	0	0	3.0
ENSMUST00000223731.2	1241	1040.61	352.092	3	0	0	3.0
ENSMUST00000221232.2	264	92.6569	3954.26	2.99999	0	0	2.99999
ENSMUST00000168098.8	5877	5676.61	64.543	2.99995	0	0	2.99995
ENSMUST00000227929.2	2460	2259.61	162.13	2.99968	0	0	2.99968
ENSMUST00000009814.10	3250	3049.61	120.129	2.99964	0	0	2.99964
ENSMUST00000029741.9	2390	2189.61	167.206	2.99775	0	0	2.99775
ENSMUST00000099307.4	2944	2743.61	133.441	2.99771	0	0	2.99771
ENSMUST00000108924.9	962	761.611	473.373	2.95198	0	0	2.95198
ENSMUST00000150052.2	586	385.611	1583.59	5	1090.6	2.08378	2.91622
ENSMUST00000109252.8	5757	5556.61	63.0311	2.86775	0	0	2.86775
ENSMUST00000098942.6	1366	1165.61	395.85	3.77799	173.145	1	2.77799
ENSMUST00000109060.8	1911	1710.61	196.9	2.75787	0	0	2.75787
ENSMUST00000218019.2	426	226.193	1485.48	2.75119	0	0	2.75119
ENSMUST00000073410.12	1430	1229.61	271.704	2.73553	0	0	2.73553
ENSMUST00000125415.3	600	399.611	811.828	2.65631	0	0	2.65631
ENSMUST00000000188.12	6330	6129.61	52.8993	2.65497	0	0	2.65497
ENSMUST00000222847.2	2239	2038.61	155.086	2.58871	0	0	2.58871
ENSMUST00000220626.2	3845	3644.61	82.7113	2.46827	0	0	2.46827
ENSMUST00000105897.10	8175	7974.61	37.4641	2.44625	0	0	2.44625
ENSMUST00000218867.3	2602	2401.61	124.266	2.4436	0	0	2.4436
ENSMUST00000222266.2	1804	1603.61	183.172	2.40511	0	0	2.40511
ENSMUST00000237060.2	1623	1422.61	343.398	4	227.295	1.60218	2.3978200000000003
ENSMUST00000118544.8	5044	4843.61	84.9669	3.36973	41.6672	1	2.36973
ENSMUST00000092620.6	635	434.611	658.603	2.34369	0	0	2.34369
ENSMUST00000119718.8	2498	2297.61	123.23	2.31831	0	0	2.31831
ENSMUST00000202535.4	3112	2911.61	97.0444	2.31356	0	0	2.31356
ENSMUST00000114492.8	3565	3364.61	83.4509	2.29902	0	0	2.29902
ENSMUST00000220734.2	2735	2534.61	107.56	2.23224	0	0	2.23224
ENSMUST00000151826.2	4426	4225.61	64.4317	2.22929	0	0	2.22929
ENSMUST00000111448.2	4432	4231.61	63.7512	2.20887	0	0	2.20887
ENSMUST00000213235.2	4881	4680.61	57.4461	2.2016	0	0	2.2016
ENSMUST00000109399.9	8445	8244.61	32.1198	2.1683	0	0	2.1683
ENSMUST00000088095.6	7531	7330.61	68.8446	4.13225	55.0622	2	2.13225
ENSMUST00000111668.8	4861	4660.61	81.2037	3.09881	43.3033	1	2.09881
ENSMUST00000143052.2	3915	3714.61	68.836	2.09366	0	0	2.09366
ENSMUST00000109764.8	5476	5275.61	48.4494	2.09285	0	0	2.09285
ENSMUST00000221699.2	1174	973.611	419.179	3.34166	261.256	1.26034	2.08132
ENSMUST00000143083.3	669	468.611	540.059	2.07219	0	0	2.07219
ENSMUST00000033776.15	2804	2603.61	190.938	4.07047	155.031	2	2.0704700000000003
ENSMUST00000180688.2	825	624.611	1448.04	7.4057	1728.37	5.34914	2.05656
ENSMUST00000179272.2	675	474.611	528.968	2.05562	0	0	2.05562
ENSMUST00000233892.2	21388	21187.6	11.8174	2.05013	0	0	2.05013
ENSMUST00000178641.2	672	471.611	529.982	2.04654	0	0	2.04654
ENSMUST00000099042.4	669	468.611	532.979	2.04503	0	0	2.04503
ENSMUST00000109049.10	1749	1548.61	159.854	2.02695	0	0	2.02695
ENSMUST00000126358.8	1749	1548.61	159.854	2.02695	0	0	2.02695
ENSMUST00000112652.9	3635	3434.61	72.0632	2.0266	0	0	2.0266
ENSMUST00000059787.15	5766	5565.61	44.2458	2.01633	0	0	2.01633
ENSMUST00000224814.2	2103	1902.61	128.382	2	0	0	2.0
ENSMUST00000171754.3	1559	1358.61	179.787	2	0	0	2.0
ENSMUST00000127028.3	771	570.611	428.069	2	0	0	2.0
ENSMUST00000091879.12	3265	3064.61	79.7037	2	0	0	2.0
ENSMUST00000171737.3	2208	2007.61	121.667	2	0	0	2.0
ENSMUST00000033908.14	3221	3020.61	80.8647	2	0	0	2.0
ENSMUST00000167740.2	1572	1371.61	178.083	2	0	0	2.0
ENSMUST00000132663.2	654	453.611	538.48	2	0	0	2.0
ENSMUST00000225955.2	2356	2155.61	169.971	3	93.6252	1	2.0
ENSMUST00000234493.2	11539	11338.6	21.5424	2	0	0	2.0
ENSMUST00000044608.14	5019	4818.61	253.456	10	335.067	8	2.0
ENSMUST00000219419.2	1516	1315.61	185.663	2	0	0	2.0
ENSMUST00000087927.11	2801	2600.61	93.9243	2	0	0	2.0
ENSMUST00000214395.2	1771	1570.61	155.52	2	0	0	2.0
ENSMUST00000022718.11	4107	3906.61	62.525	2	0	0	2.0
ENSMUST00000000312.12	4430	4229.61	57.7502	2	0	0	2.0
ENSMUST00000090190.14	6354	6153.61	39.6939	2	0	0	2.0
ENSMUST00000160467.8	3097	2896.61	84.3264	2	0	0	2.0
ENSMUST00000098180.10	3827	3626.61	67.3523	2	0	0	2.0
ENSMUST00000093768.4	2524	2323.61	105.121	2	0	0	2.0
ENSMUST00000187616.3	1908	1707.61	143.042	2	0	0	2.0
ENSMUST00000166837.2	3673	3472.61	70.3392	2	0	0	2.0
ENSMUST00000236622.2	3085	2884.61	84.6772	2	0	0	2.0
ENSMUST00000225355.2	2771	2570.61	95.0205	2	0	0	2.0
ENSMUST00000034159.8	1890	1689.61	144.566	2	0	0	2.0
ENSMUST00000093962.5	3740	3539.61	69.0078	2	0	0	2.0
ENSMUST00000234109.2	1703	1502.61	162.557	2	0	0	2.0
ENSMUST00000025840.16	2234	2033.61	120.112	2	0	0	2.0
ENSMUST00000236444.2	687	486.611	501.963	2	0	0	2.0
ENSMUST00000155555.8	4552	4351.61	56.1311	2	0	0	2.0
ENSMUST00000195280.3	4212	4011.61	60.8884	2	0	0	2.0
ENSMUST00000021930.10	2783	2582.61	94.579	2	0	0	2.0
ENSMUST00000026990.6	2335	2134.61	114.429	2	0	0	2.0
ENSMUST00000177451.8	2882	2681.61	91.0873	2	0	0	2.0
ENSMUST00000135302.8	639	438.611	556.896	2	0	0	2.0
ENSMUST00000139730.2	2849	2648.61	92.2222	2	0	0	2.0
ENSMUST00000180611.8	11319	11118.6	21.9686	2	0	0	2.0
ENSMUST00000206334.2	494	293.648	831.816	2	0	0	2.0
ENSMUST00000178727.2	2432	2231.61	164.182	3	90.4367	1	2.0
ENSMUST00000143074.2	3445	3244.61	75.282	2	0	0	2.0
ENSMUST00000138868.8	3980	3779.61	64.6259	2	0	0	2.0
ENSMUST00000142950.2	494	293.648	831.816	2	0	0	2.0
ENSMUST00000063605.15	5463	5262.61	69.6215	3	38.3497	1	2.0
ENSMUST00000174300.2	5282	5081.61	48.0676	2	0	0	2.0
ENSMUST00000102724.5	4468	4267.61	57.2359	2	0	0	2.0
ENSMUST00000029748.8	2589	2388.61	102.261	2	0	0	2.0
ENSMUST00000002889.5	4060	3859.61	63.2864	2	0	0	2.0
ENSMUST00000225487.2	3704	3503.61	69.7168	2	0	0	2.0
ENSMUST00000054387.8	3492	3291.61	74.207	2	0	0	2.0
ENSMUST00000091201.7	3364	3163.61	154.419	4	127.588	2	2.0
ENSMUST00000037294.8	1761	1560.61	156.516	2	0	0	2.0
ENSMUST00000173525.2	930	729.611	334.782	2	0	0	2.0
ENSMUST00000004094.15	3942	3741.61	65.2822	2	0	0	2.0
ENSMUST00000024983.12	5489	5288.61	46.1862	2	0	0	2.0
ENSMUST00000143691.2	4466	4265.61	57.2628	2	0	0	2.0
ENSMUST00000217407.2	6154	5953.61	41.0273	2	0	0	2.0
ENSMUST00000217992.2	2750	2549.61	95.8031	2	0	0	2.0
ENSMUST00000026008.9	3580	3379.61	72.2748	2	0	0	2.0
ENSMUST00000170436.8	761	560.611	435.704	2	0	0	2.0
ENSMUST00000146618.2	3488	3287.61	74.2973	2	0	0	2.0
